Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
95	41	0	1.351337	1000	1000	1000	1000	0	0.25	0	0	0	0	3
96	41	0	1.3655616	1000	1000	1000	1000	0	0.25	0	0	0	0	3
97	42	0	1.3797862	1000	1000	1000	1000	0	0.25	0	0	0	0	3
98	42	0	1.3940108	1000	1000	1000	1000	0	0.25	0	0	0	0	3
99	42	0	1.4082354	1000	1000	1000	1000	0	0.25	0	0	0	0	3
100	43	0	1.42246	1000	1000	1000	1000	0	0.25	0	0	0	0	3
101	44	0	1.4366846	1000	1000	1000	1000	0	0.25	0	0	0	0	3
102	44	0	1.4509092	1000	1000	1000	1000	0	0.25	0	0	0	0	3
103	44	0	1.4651338	1000	1000	1000	1000	0	0.25	0	0	0	0	3
104	45	0	1.4793584	1000	1000	1000	1000	0	0.25	0	0	0	0	3
105	45	0	1.493583	1000	1000	1000	1000	0	0.25	0	0	0	0	3
106	46	0	1.5078076	1000	1000	1000	1000	0	0.25	0	0	0	0	3
107	46	0	1.5220322	1000	1000	1000	1000	0	0.25	0	0	0	0	3
108	47	0	1.5362568	1000	1000	1000	1000	0	0.25	0	0	0	0	3
109	47	0	1.5504814	1000	1000	1000	1000	0	0.25	0	0	0	0	3
110	47	0	1.564706	1000	1000	1000	1000	0	0.25	0	0	0	0	3
111	48	0	1.5789306	1000	1000	1000	1000	0	0.25	0	0	0	0	3
112	48	0	1.5931552	1000	1000	1000	1000	0	0.25	0	0	0	0	3
113	49	0	1.6073798	1000	1000	1000	1000	0	0.25	0	0	0	0	3
114	49	0	1.6216044	1000	1000	1000	1000	0	0.25	0	0	0	0	3
115	49	0	1.635829	1000	1000	1000	1000	0	0.25	0	0	0	0	3
116	50	0	1.6500536	1000	1000	1000	1000	0	0.25	0	0	0	0	3
117	50	0	1.6642782	1000	1000	1000	1000	0	0.25	0	0	0	0	3
118	51	0	1.6785028	1000	1000	1000	1000	0	0.25	0	0	0	0	3
119	51	0	1.6927274	1000	1000	1000	1000	0	0.25	0	0	0	0	3
120	51	0	1.706952	1000	1000	1000	1000	0	0.25	0	0	0	0	3
121	52	0	1.7211766	1000	1000	1000	1000	0	0.25	0	0	0	0	3
122	52	0	1.7354012	1000	1000	1000	1000	0	0.25	0	0	0	0	3
123	53	0	1.7496258	1000	1000	1000	1000	0	0.25	0	0	0	0	3
124	53	0	1.7638504	1000	1000	1000	1000	0	0.25	0	0	0	0	3
125	53	0	1.778075	1000	1000	1000	1000	0	0.25	0	0	0	0	3
126	54	0	1.7922996	1000	1000	1000	1000	0	0.25	0	0	0	0	3
127	54	0	1.8065242	1000	1000	1000	1000	0	0.25	0	0	0	0	3
128	55	0	1.8207488	1000	1000	1000	1000	0	0.25	0	0	0	0	3
129	55	0	1.8349734	1000	1000	1000	1000	0	0.25	0	0	0	0	3
